class,tweet
1,lol aye watch to mouth you like when I mention you faggot
1,Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do dumb bitch I want just want mo 8230
1,Lol my wall of trust is so thick now If I m the biggest bitch you ve ever met You ll know why
1,8220 A lot of women who claim they are yellow are actually red color blind mother fuckas 8221 I m yellow tho 128129 127773
1,Eating pussy makes sense Y all gotta grow up Food and sex go hand n hand
1,Lmao 9995 Excuse me bitch I am not Soundcloud
1,If you ain t Stevie J s bitch of course you ll call him the scum of the earth His bitches hooked while they re upset though
1,Lmfao but we don t talk gtfoh 128514 128514 bitch I guessed it amp I was right 128514 128527
1,8220 When you gonna take me out Some hoes not gonna let you come over until you spend money on them 8221 listen
1,That awkward moment when you hold the door for someone and they use the door next to it Like bitch you better back the fuck up
1,bitch go play dead
1,It took a while for you to find me but I was hiding In the lime tree dis bitch in da wrong tree bro
0,dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
1,I m probably your main bitch chocolate dipped cinnamon apple
0,Hate fags The answer s yes
1,Thinking about getting my nips pierced
1,Yo u let that peckerwood skip get away with anything Fuck u
1,I got some lightskin pussy one time and the bitch damn near had me bout to propose
1,I m fine af in that hoe
1,I hope a bird shits on your face bitch
1,How bout them Cowboys Shutup pussy
1,Ill fire that nina like its her first day on the job an the bitch over slept
1,Well your a little cunt
1,I m not a nig 128548
1,they cry over lost pussy more emotional than a sissy They get out amp front on hoes simple minds amp point brothas like me out
1,I say K Michelle is manly because she doesn t act like a lady She s too foul at the mouth and violent I ll have to beat the bitch
1,bitch answer me lol
1,Lib Hypocrisy alert 128680 bans bossy but bitch is okay tcot
2,This brownies bro
1,Hey that guy has the same first name that I do What a fag
0,I would like to apologize to anyone I have called fat stupid gay nigger jew or retarded I am truly sorry JK Just trolling Fags
1,When was a hoe ever supposed to be loyal I mean it wouldnt make em a hoe they d be another housewife
2,Sounds like the hysteria over bird flu a few years back It had a lower mortality rate than the regular flu
0,If I ride up to your bitch in these then homie consider yourself a single nigga
1,I got so many horses all the hoes say that its gorgeous In tha air dats where my doors issssss
1,I love me some down ass bitches
1,Ugly bitches always trynna take pics from the same angle 128553 128553 128514 128514 guess it s they best side
1,8220 After you get done running train on a bitch thats on her period 128514 128514 9995 no that s nasty
1,I love bad bitches that s my fuckin problem
1,My boy got the hoes now
1,8220 I m driving myself insane 8221 fag
1,Would you still love me when I m no longer young and beautiful No Ugly monkey ass
1,Nah nicca its to light to be my dark ass lol and i knowww thats your baby picture lol
1,Bad bitch good head I think she ah keeper
2,2 good Jeter hero for Yankees in send off via
1,Like my momma said don t waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain t gone get u nowhere but pregnant and
2,There s coon classic R Kelly Usher and then there s classic Stevie Wonder Prince Not that there s anything wrong with 8230
1,When Stoni isn t doing his faggot gook speak he s actually funny
1,When Lil Wayne said why give a bitch your heart when she d rather have a purse
1,Dolph in this hoe Bout to rock dj holiday show memphis
1,Photo deafreaperventus wayward sons and fallen angels murderous crows gay intensifies are you saying
1,buck beaners amp security started pushing him amp that jetsgreen faggot around
2,lol I already made it I m waiting on my brownies to finish 128526
1,Ran a good game with my Royal niggah 1043359 1042390 1043323
1,Winking emoji I m about to fuck her right in the pussy
1,kicking this bitch to the curb bruh
1,i wish i was born in a different generation cause yall just make my pussy bones hurt sicken ass children 8230
1,Y all complaining about thirst traps FR Theirs models that dress just like that Ass out and all STFU Don t make you a hoe wtf
1,them hoes look good
2,Soulja boy trash now but I m not gonna act like I never cranked that superman
1,If she doesn t know what dab means Fuck that bitch
1,Somebody toss this bitch a Dasani or something gurl is THIRSTY
1,Brutus looking girl getting off the elevator as I m walking into a different one No bitch u can t come in u can t u can t come in
1,That guy who you re so into and who is constantly an asshole to you doesn t give a damn about you beyond ur pussy
1,All three of these hoes getting cute for fucking school taking for ever and waking me the fuck up This why I can t stand h 8230
2,Hmu talmbout match but when I pull up its 30 other niccas wit ya 128530
1,I could never mess around with someone else s man like that s just clarifying your self as a side hoe
1,Hispanic women just have the great pussy and wife skills white girls own the dick sucking and black chicks ca 8230
1,Tired of little bitches messing with your plants Get your own Gangster Gladys
0,Fuck michelle obama That monkey doesnt belong in the white house
1,This bitch must b from Jojo world 128514 128564 128561
2,Forget your typical graduation speech Charlie Day manages to be hilarious AND inspirational in today 8217 s MIFVOTD
2,don t forget we gotta take out trash and need milk and spermicidal lube
1,You can t tell a bitch shit when they get a Job 128514 128514 128514 128514
1,Have ya ever asked your bitch for other bitches kanye voice Yes
0,I go to take the trash out and a darkskin nigga stole my damn garbage
1,Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh
1,This man Wimp gotta be drunk he know damn well he dont fw no hoes 128514 128557
1,Fucked the shit out yo bitch earlier she said she couldn t stand straight
1,Kills me when bitches have a different REAL life MCM every damn Monday lmao WhoRaisedYou 128550 128550
1,Running a train is fucking a bitch you finish Then somebody else come in and fuck the bitch That s a gangbang speak of 8230
1,pussy ass schedule
1,Lightskins be like Y all got me fuck up I m dicking down them young PV18 bitches for there refund check I got to pay rent
2,Happy birthday cotton picker lol
1,omg Nathaniel No come here mr pussy Mr pussy where are you lol
2,I m hooked on monkey phonics
1,watch out for these foul hoes and flagrant niggas
1,Damn girl u is a straight hoe 128514 128514 128514
1,And when I say DOH DOH DOH DOH bitch that be Kdot
1,I would never be with someone that s afraid to tell niggas and bitches we re together I look like a secret Fuck outta h 8230
1,That pussy Ain t yours broski It s jus your turn
1,lady Bligh is my bitch I got 10 natty daddy s in my fridge turnup
0,I can t fuck any ol bitch niggas be desert dicks out here 128557
1,Yes yes yes that s all you gone hear never met a hoe yet that a tell me no
1,An end to the ordination of women and faggots whose only aim is to weaken and split our communion
1,Today s Spy Ops Sexy smooth soles They would feel good on shaft and balls Love the grass stains On the other
2,Lmaoo we was sayin this same statement last year Boozer is trash bro I m done 128514
1,That s what happens when you have pussies for presidents and generals you have to fight the same war over and over again
2,Lakers are a purple and yellow garbage can
1,You bummy hoes can t do this ur right sis Most I do is splash some peppermint soap on it Other shit ain t necessary
1,Them quiet girls be hoes to watch out
1,Boys want bad bitches and dummies Men want strong women who respect themselves and support his grind while handling hers
1,Bored then a hoe Listening to these fuck ass adults lecturing us with
1,That long distance shit wack I knew the bitch was cheating uh oh
2,how much you wanna bet that a anti government black helicopter teabagger was behind the Boston Marathon explosions p2 tcot
1,Wayne crazy New Orleans ass nicca lol
1,you still are a cunt
1,Halloween is a hoe holiday
0,one two three four how many niggers are in my store
1,I like chilling with your bitch and I like fucking her
1,Dirty pop on the counter bitch dirty in it
1,This nig johnel keep falling asleep That s usually me lol
1,If you say anything about me I ll knock ur boyfriend out Go for it bitch Your boyfriend is a pubeless runt
1,half y all bitches side hoes and don t even know
1,Started off wit nuttin I was hungry now I got a couple niggas bitches who want me
1,Kids don t put up with your Mother calling you a thot She mad because hoe wasn t a cool thing to be called back in her sluttish day
1,Make yo bitch open her legs
1,My reaction when a spoiled white kid says nigga like they a thug everytime whiggers
1,This bitch is really gonna sit here and tell me I need a parent w me at the doctors even if I m 18 128075 128075 128075 uh no
1,If you ain t a hoe get up out my trap house
1,Just smashed a bottle over buzz head because he s a cunt
0,On Nigger Day we honor nigger traditions by not working
1,If you got a problem with me bring it up with me before I tense up on yo bitch ass
2,8220 If you re playing flappy bird 1 800 273 8255 National Suicide Prevention Lifeline to save lives 8221 8230
1,WHO IS SHE Ill fight her bestie Then this bitch in my class wanna copy my homework off blackboard disc 8230
2,Hard to QA Time is also a pain to mock out in unit tests
2,Rise of the planet of the apes
1,Like that bitch Ernest or somebody
1,Seen it all before bitch got a man but she scheming on the Low 128564
0,we should hang out ovenjew Have a lot in common People waste time on nigs Jews r r problem
1,Forte just trucked dude hoe ass lol
1,it s always a white bitch doing something OP lol like they give zero fucks when it comes to dick 128514 128514
1,Happy Birthday pussy Have a good one
1,If she ain t yo lady u better not text her ass good morning quit treating these side hoes like wifey material
1,These catfish hoes thinkin they slick But niggas catching on 128524
1,No am just letting you what s going to happen am not like u pussy ass niggas from Plano
2,a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 4 99 for a 8230
1,The first day of school Lost student say bro you know whe Me cho bitch ass up
1,These bitches act local n think global
1,Offensively Joe Johnson just as good as LeBron If not better Don t me pussies
1,Side niggas get pussy and main niggas get arguments
1,lmfao bitch was I talking to you 128514 128514
0,Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 128175
1,Bacon over bitches
1,Bleed out hoe Alexa
1,Stop wasting texts on bitches who ain t tryna fuck u
2,I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs amp half price drinks
2,THIS is how you honor Native Americans changethename HTTR
2,Here come wiggas soft tweets 128514
0,beans u beaner
1,likkadawgg turn up ya bitch fw ya dawg man
2,if your team is trash
1,Get yo bitch jumped by 6 nigguhs
2,Sunday s are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league
1,That moment the pussy too good amp u gotta slow that stroke down
2,That mocha colored chick doe gt gt gt gt think I fell in love 128525 128525 128525
1,Man that bad bitches broke niggaz tweet was a trap I feed bullshit negativity and niggaz line up for a plate
1,Money ain t a thang bitch that s a lie It only controls every bitch that s alive
1,love females but hate bitches
1,what u doing bitch boy
1,Right you are Have you heard of the dodo bird He s the one with Obama on his ass
1,I feel bad for all you bitches that have never been to Disney World 127984 128081
2,not only you and that pom stuff totally porn
1,8220 8220 Hell naw I wanna see this yes Lol 8221 trash as hell
0,128584 128584 128584 Gave her that move it lil nigger push smh
0,fuck u nigger
1,that hoe out now
0,Jason admitted you re a stuck up bitch lol which you are Think you re so much better than everycunt naaaaa
0,Says the old man I hope you can survive another 10 years you silly Jigga boo monkey
2,Do you know where I grew up Skippy
2,A smuggler explains how he helped fighters along the Jihadi Highway
1,Article is flawed Took my first CHP with BRPD Was well done Even had 2 ghetto gals with a jammy Hi purnt 9 but well done
2,Let s just say the hotel I ve been staying at isn t going to want this hand towel back I had no idea I could turn em that shade of yellow
1,Dunleavy my cracker ass honkie
1,seeee Let that bitch hop in your mentions one more time hear
1,Our professor said hoes and he said butt hurt What a boss
1,I don t know Maybe it is a good quote and a good way to feel but I ve seen way too many petty life destroying bitches use that quote
1,porn android iphone ipad sex xxx Korean korean girlfriend pussy
1,Not a fan of her guess im the minority Beyonc 233 ratchet ass is trash you re the anti christ KfromtheG
1,Ugh he s mine bitches He s mine amp mine only That s my baby my man Just know amp be aware That s me
1,Trust no man fear no bitch wisewords
1,My mom s younger brothers gonna come disrespect my mom amp call her a bitch amp my cousins gonna tell my mom to STFU Wth
0,do you work today niglet
1,You know im not even gonna respond to that but I know the real you bitch
1,Ain t even fuckin wit shady bitches
1,i tell you ANYTHING on this bitch i better get a thank you fuck wrong w you dumb ass i wanna be famous ass 3 mixtapes cant r 8230
1,lol wyo bitch
2,This whole game I ve been trying to figure out why the Dutch are wearing yellow SMH
1,YMCMB always get caught up with strippers Tyga actually had a child with one Niggas get rich a buy bitches
1,2 year starting on me on the street so i put a fag out on him funnyguy
1,Dumb bitch don t know her colors 128553 128553 128514 128514 128514 9996 65039 9996 65039 9996 65039 9996 65039
0,hell naw he ain t he the star of that team lol but I m sure that white honkey called him a nigga
1,Fat hoes on Twitter calling themselves Barbies bitch you ain t no damn Barbie you a damn care bear
1,That pussy best be shaved for the holidays
1,so y we ordering lunch at work to be delivered n it s like 10 ppl goin n n I m the only one wit a card n this ho gonna say
1,Lol Father has bitches pouring arizona tea on themselves in this one video
1,I ain t fenna be locked up 23 hours a day beating my dick for a guilty MF who out here fucking free world pussy
1,If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back 128076 128076
1,amp it s sad cause niggas will have a good girl amp do her wrong it s hard finding a good bitch out here forreal
2,i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho 8230
1,i gotta team of hoes like pat summit
2,I can t wait to see the new planet of the apes
2,Really craving my arroz con pollo y habichuelas right now
1,Y all lonely ass bitches sure do give out a lot of relationship advice
2,I m not from the ghetto
1,Thought I told you not to trust these hoes
2,Yo BCU band made UCF band look like trash
1,Text me with plans nigs
2,8220 When girls take my snap backs and beanies lol 128169 that s 35 dollars a hat and 40 for the AX beanieS 128530 8221 I don t let them take it
1,bitch ass voices in his head haha
0,fag
1,It s bros before hoes not bros before your girlfriend If you find a good girl she needs to be put above everything T 8230
0,Oregon losing IN OREGON ahhhahahaha faggots
2,SpringTraining Daily takes a look at the Yankees 8217 outfield perhaps the AL 8217 s deepest via 8230
1,we dont trust these niggas all these bitches
1,Your pussy hella tight Took me an hour to slide in that mothafucka 8220 8220 Quote and I ll compliment you 8221 8221
1,Thats bad when your bestfriend says yu act like a hoe Cx
1,just seen this little yellow nigga who lives in a pineapple thats some crazy shit
2,Jane Seymour rocks a bikini at 62 Crazy Aunt Jane is at it again
2,might walk to Dunkin donuts i want a Oreo coffee coolatta
1,porn android iphone ipad sex xxx HandJob Hand job and cum on rubber pussy
1,I like how cays mf ass favorited my tweet but didn t text me bacc 128514 hate that hoe
0,Niggas always wanna talk about how God is against gays What about that pussy you was eating last night Ain t God ag 8230
1,Damn I fuck bitches I guess
1,You bitches make me sick
2,unexplainable
1,Wake up bitches
1,fuck you pussy i made a mistake and started cj spiller over chris ivory this week fuck
1,Oh you got a new bitch you think you got a new bitch
2,You tryin to say ofay
1,hits blunt bruh if she tells me to go text my other hoes but she s one of my hoes do I keep texting her
1,ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya
1,DavidPullsBitches 8220 TweetSomethingYouGetAlot Go talk to all your other hoes 8221
0,whats your youtube channel then faggot
0,Joshua is a faggot Just suspend him on those grounds
1,When hoes talk shit about other hoes I ll just leave this here
1,eat bitch
1,Swear these hoes ain t got nothing on me 128107 128129
1,hoe what its hitting for
1,It s my main bitches 21st ayyyeeee happy birthday babbbyyy
1,Like Nike bitch just do it
1,when you re stupid you don t know it life is so easy have you ever seen a depressed retard i envy that
2,I wonder what Charlie Brown would have to say about these days
1,lmaoooo Beiber get these hoes wet big bro I m Tryna tell you
1,momma dee ain t loyal you ain t pose to tell his main bitch bout his side bitches 128514
1,i like chillin with yo bitch I like fuckin her
2,My Twitter app is poo trash
1,Come get yo hoe
1,Nah I d NEVER ask a guy to ride down on a chick What s the use of getting him in trouble for a trash ass bitch
1,128525 128525 128525 we gave bitches something to be mad about
1,Time for bed 127769 9729 65039 127776 9996 65039 peace bitches
1,My name is Bryanna you can find me at I m the baddest bitch you ll meet because everybody wants to be me 128514 128514 128514 9996 65039 9996 65039
1,Lmao Is fish pussy wett
1,I ain t afraid to cut a bitch or open a package or somethin Gangsta
2,Man arrested after 40 opened nip bottles of vodka found in car
1,Real tears 128514 128514 8220 128557 128557 128557 128557 Both these outfits trash but the dyke outfit got me WEAKKKKKKKK
2,8220 Tornado sirens Atleast I ll be dying with you guys 128557 8221 and this ho 8230
1,All I m sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain 8230
1,1st time eating pussy I thought I was supposed to literally eat it so I ended up biting her clit really hard We havent 8230
1,Made one of my all time favorites look like a bitch on the grandest stage of em all
1,My dick wants some pussy
1,Shut up bitch swallow
2,idk It s trash though
1,im going to miss that big nig
2,It would be pretty cool if I got to see 1 more time before I go back to hillbilly town 128531
1,I like tweeting you like this wen yu aint talking to all yo hoes I be like ill wait
1,8220 negro you wear a size 5 I m in a 12 8221 I m at a 6 now still growing
2,I was flying down the slope and just rammed into this small Asian boy kid got up like a champ and walked it off
1,8220 This hoe Mimi said I hurt my hand 128529 8221 128514 128514 128514 bitch her throat 128514 128514
1,bitches be fake af 128514 128581
0,I don t support that ya idiot And if I m a teabagger you re being teabagged OpenWide
1,Pau a hoe How u gon play after the trade deadline
1,Hate a hoe that think relationships are seasonal Winter comin Let me get me a boyfriend Sound dumb as hell
1,just be a hoe then
1,dat bitch a tampon
1,My expectations are high when it comes to anything My weed my pussy my food my clothes n kicks people that shit needa be a1 to me
1,When mfs tell you who you talk to and it ain t true like no bitch
1,why do bitches hate on another bitch relationship 128129
1,Real All jokes aside the hoes I know some of the coolest women I ve ever met
1,Your girl swear u cheating until u fuck a bitch for real then it s OMG how could u
1,Im scared of her her pussy too good Lol
1,Bought that hoe a tomb stone since she s dying for Attention 128529 R I P Bitch 128128
1,Somebody tell these pussy niggas I got em
1,When a bitch I don t like laugh at my joke
1,Kik is for hoes You either gone shit or get off the pot
1,7 out of 10 Every bitch in Houston look good
1,8220 If a bitch tweet I lose interest fast slide in her DMs cause she a Thot 8221 good looks
0,Ebola sounds like a hood hoe
1,I m about to get this bitch a cell mate
1,hollywood if you really want to break my heart make a movie about a handsome retarded man who is good at flash and has a mean girlfriend
1,Fck all you hoes Catch a grip
1,U bitches boring
1,That bitch on qualitest she dont act right WiseWordsFromWebb
1,bitch probably molly d the 1st nigga that said good mornin back to her
1,fuck u u dumb ass bitch hoe
2,when kanye said mayonnaise colored benz i push miracle whips
1,give them bitches good head i can assure you they will be back
1,My niggah watch me be awake till 5
1,128521 128077 yep donttryme bitch bitchmode testme Truth trust
1,All d messy hoes sleep
1,lmaooo roosters is hot trash bro u know it
1,The thinner the eyebrow the crazier the bitch
2,School Schoo Scho Sch Sc S St Sta Stay Stay h Stay ho Stay hom Stay home
2,Royals 2 1 Fantastic Ready for tomorrow s sweep of the disposed O s Yankees 4ever except this month
1,5WordsAfterSex is that all pussy bitch
1,She dont wanna fuck me she wanna fuck my wrist tell her like young dro fuck dat bitch
2,So this is the woman who was a bird then turned into a woman from the sky in Nigeria
1,Don t get your panties in a twist Just take them off and let my tongue twist around in your pussy instead
0,Anything to trash this black President
1,Back to these hoes tho
1,Guys now and days act like they don t care because pussy is easy but that s not the only thing that matters 128079 128079 128079
1,Don t fw sloppy hoes You might catch somethin
1,The bitches behind me are so annoying
1,Just sayin what up hoe fuck i do to u bitch
1,Happy Columbus Day Just be glad we wasn t usin weavetrip to rope the sails SERIOUSLY THO gt That shit would be wigger gt
1,Just saw the baddest bitch in life walking down the street if she didn t have that Aeropostale shirt on I prolly woulda gamed her ass up
2,They were taking a picture and I saw a bird fly past and I was like oh bird
1,This that bitch nigga shit they invented it I just created the term
1,Science bitch TheWalkingDead
2,Charlie and I love that dog
1,Lmao Yo a cooned out nigger boy
1,oh my god I love Victoria Mitchell all my bitches love me
1,Might see a bitch an forget i hit it
1,8220 then how yall got here b 8221 stfu negro
2,Can I double stuff your Oreo
1,If you dont text me first we dont text at all Thats why you re lonely and single you stupid bitch
1,In this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills I have to 8230
2,coon lt fills coffee up halfway gt lt uses 11 Irish cremes to fill other half gt
0,suck my dick tacos el negro better
0,lmao dude you are probably the biggest fag in nebraska 128514 128514 128514 128514 128514
1,I love how twat is gender neutral
1,If you re having girl problems I feel bad for you son I got 99 problems but a bitch ain t one 127911 127926
1,I know you have me blocked but next week bitch
1,i love how when it was airing everyone loved kill la kill but i was like no its fucking trash and now everyone who loved it hates it
1,But let a n gga ask a chick to give him some money How yall hoes say it SWERVE That s how you make her stay or leave
1,Know why birds don t wear pants Cause their pecker s in the way
1,I once tried to be everything this bitch said she wanted in a man That shit didn t get me anywhere
2,We actin like it s the 7th day 128123 spook
1,The bitches are back
2,don t shake your head at me I just love to trash talk
1,8220 amp wealthy My aunt said I m handsome fuck you hoes 8221 broke
1,Lmao These hoes
1,I rub orange peels on my dick before I go out cuz I don t want these bitches to catch a cold VitaminSemen Prairie 8230
1,At 6 0 Good luck Nh nh I m 6 0 150 One of you bitches better reproduce with me I can give you an athlete
1,so ppl are pissed off basically saying if we have to suffer you will too Tourching tht bitch
1,Dallying is for bitches bro I dilly exclusively
1,My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass
1,Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face
1,you look like AC Green bitch don t call here anymore
2,Okay okay but Trans birds
0,what do you want fag
2,Obama is out on the golf course still looking for his balls Charlie Daniels
1,Can t worry about a bitch that ain t worried bout me real
2,Good She s a ghetto thug 8220 So FPD just arrested for being in the street Ferguson 8221
2,do u still have ur blk pom
1,A dyke who wears strap ons can t brag to me that she beats the pussy better than me because her dildo can t cum and make her stop
2,What is this the are doing today Using those wooden things and making it all the way around the bases Weird
1,Julia Roberts you re a ho NottingHill
1,i will literally confront some bitch asses Fo reall Trill
1,slay his ass alex lil bitch needs to tighten the fuck and needs to stop acting like grown
1,Running dangerously low on cigarettes these bitches better last me till Monday or Tuesday
1,I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her
1,if u cant talk without talking about ur cunt mama im thru talking
1,all i ever asked for was patience patience amp pussy but mostly patience
0,It happens AGAIN Black pack beats whitey This should make national news
1,Lmao what my nigga just told me 128514 128514 128514 hoes these days They lovin the crew gd
1,8220 I hate a bitch that like to argue n shyt 8221
0,naw dude I wish they re white trash
1,Stop being mean bitch
1,His boyfriend gonna be like You ain t make a team I m straight fag The rams really cut Michael Sam Wow
2,Lol Have fun 128516 I haven t been to a race since HS Charlotte Crazy redneck times Lol
1,You swear youre down n the realest n you stay doing little bitch shit like that
1,I rather my girl be clingy than a hoe
0,I ve been knowing fag
1,Smh what a hoe You just couldn t wait
1,Twitter niggas always want you to have unprotected sex with these nothing ass bitches NAH
1,In2014 ladies please start being grown women All These bad bitches gotta grow up
2,your a greaser
1,No bitch You slut CHILL
2,I ll chug my tall can but homegirl won t approve lol
1,I hate when bitches try to talk shit with chipped nails
1,Niggas be pressed for pussy it aint nothing
1,I m in yo hood I ll prolly fuck yo hoe
2,How day feel bout colored folk
2,Former TOWIE star Charlie King comes out Inspiring Congrats and welcome to the family
1,Same shit But your bm tho If my ex wanna go fuck my enemy may God be with her Ain t my hoe no more
1,he liked that hoe
1,I think pats trying to say his pussy is too bombed idk
1,The nicer you are the easier you re hurt So just be a bitch
1,Hahahahaa fuckin crow looking bitch
0,Hey my folk This nigger loving Jew boy asked if I was making death threats against his goat fucking people Fuck him
1,Fuck my Ex bitch
1,You bitter bitches need a life
1,I ll find you a ride But it s no pussy shit and that was some pussy shit 128548 128514
1,Not scared to pepper spray a bitch Hand gently resting on fanny pack
1,Niggas a buy a 700 outfit to impress a 10 bitch
1,pretty sure you meant flight and not flite dumb ass cracker
2,Skippy and the Kats FezBandName
1,use monkey maker you prick
1,There was also no need for her to be a cunt and act like she s something special It wasn t unprovoked
2,colored contacts
1,I hope you don t get mad ladies I only call you bitches bitches bc I don t know your names individually Katt Williams
0,Bro everybody is a ho then fuck it your favorite Color is mango red you are a ho you charge your phone all the way to 100 Ho smh
1,the older i get the less i give a fuck 128514 9996 beef 128074 bitch please 9995 loosing friends bitch bye 128514 128075 drama ill pass 128080 128683
1,and if that s yo bitch then you may have to fight holmezz
1,if she can roll wife that bitch
0,fuck you fag
1,I have no sympathy for people who bitch about situations they get themselves into
1,I m getting spanked in fantasy 128514 128514 he beating my by 100 because of this damn New England game amp Julian eldman trash
2,in with the go to air out with the bad air and where s my next brownie
2,Charlie Sheen s Video Message to President Obama
1,I think I killed a chipmunk but that son of a bitch was fast I need to check my tires
2,Yankee homeruns make me all tingly
1,Everything look better with a bitch next to it
1,I love how hoes be like omg warped tour yayyyyy gaaaaaaaaaaaay
2,Mariano Rivera now has a street outside Yankee Stadium named after him which Giants have also had similar honors
1,Shrug Maybe it s a Canadian bitch thing
1,viva Brazil niggah lol
1,Are you nigguhs saying you want Donald trump as prez That nigguh don t understand real american struggles 128514
0,Subtweet me one more time you dirty chink whore
2,Yep Steve Spurrier just sorta compared Alabama to the Yankees They ve NY got the biggest payroll they don t win ever 8230
1,A lady approached me asking me if I was religious and when I said no she scolded me on how I m going to hell See you there crazy bitch 128520
2,lol then they have one more flavor I think it s yellow idk But yea there bomb
1,Ricky is such a bitch when it comes to girls 128530
1,having one of those days where a pimp wants to unfollow every bitch in a 30 mile radius on IG that won t let me beat
1,90 of niggas goofy and act like bitches
0,8220 We agree do you FUCK YES I DO Send those illegal wetbacks home
1,where y all be at oh we going fight come to town east bitch
2,u still a mutt tho lol
1,bitch Again
1,I don t trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP we finna come to Chiraq and shoot sumn
2,I like where ur domes at smart
1,when you see a hoe talking to bae but she not even on your level
1,idgaf hoe
1,I don t talk to niccas I talk to god we can relate
1,you are a bitch
2,Crooked number followed by shut down frame love it Yankees
1,Something funny here 128514 128514 128514 Control your excitement sir 8220 Lets gooooo Teena bitch 8221
1,Fam It ain t nothin to cut that bitch off Vincent Van Gogh
0,8220 When you live this gay you can t be afraid of two black dicks in your butt you fucking queer
1,127829 128049 A piece of pussy
2,I thought he would think it was cute you know like when you shut your clam up for 5 minutes dunce
1,im laughing so hard lay is the un loyalist of hos plea
1,8220 SMDH Eagles fans You a bitch Hey Giants fans Victor Cruz is over Dance to that 8221 Hey watch it
2,Final debate clean up journalists sure know how to trash a lobby wcvbpoli wcvb
2,Too bad Brandon Lavergne isn t gonna have that vein spiked at Angola mickey
1,what s the difference between the three of the nig Nog s
1,God dam man that freestyle is so retarded that its fumny af omg
2,I love me some chunky babies 128525 128525
1,The same bitches you chicks posing wit in pics for Instagram likes be the same bitches texting your boyfriends when he ain t textin you back
1,you re all pussies Only men throw whammers in their assholes
1,that hoe so icy 128557 128293
1,aww man we had a BALL Small lil affair Set that bitch out
1,Man fuck flappy bird
2,Sharing food with your mangia cake friends because they love your food ItalianProblems
1,I give a shoutout to these bitches b c they hustlas too 128076 128184 128181
1,the type of pipe to put rhianna to sleep excuse me that bitch been on my mind all week
1,New song coming out Ray rice that hoe
1,8220 8220 Lol I 4got rose been dat nicca tho 8221 1 Never forget 8221 lol yee I was trippin
1,Marijuana turn good pussy great
1,no pillz jus weed kill dat pussy all night damn right show u right
1,i swear i care bout everything but these bitches 128080
1,Erica so desperate she bragging bout flawging ass Scrapy eating her pussy wow he ur baby daddy dumb bitch I m sure u gave he dome as well
1,I m against feminism I think men and women should be equal a bitch that don t know shit about feminism
0,This vine still funny as shit to me 128557 128557 128514 How many niggers are in my store
1,Niccas be walking 4 flats to catch a nicca they kno in the club
1,Used to have a girlfriend now all I got is hoes I was lookin for a good girl but she was fuckin on the low
1,These hoes ain t loyal
2,Some Jihadi posted a bio of the ISIS boss Mr Awad with excellent sociological info Can t thank him her enough for the gift
1,Only the basic bitches put on for Twitter
1,I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p 8230
1,Look at you lying ass bitches couldn t finish school stripping on ya mind ass bitches
1,8220 If Beyonce amp Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn t neither 8221 9994
1,Trap drugs be getting all kinds of bitches lmao
1,If you jump someone you re a bitch regardless the situation
0,I don t hate the Japs But I AINT FORGETTING GETTIN JAPPED EITHER
1,lol it s a crew not actual hoes
2,Let s play What will the ghetto white girl with neck tattoos in front of me buy If you answered Cigarillo s you ve seen this episode b4
1,when bitches spread rumors about you 128520
0,Jameis Winston is a nigger
0,Minnesota is full of white trash
1,Getting all these checks like Nike I m icy and yo bitch like me dice soho 127922
1,Pull up on my ex make that bitch mad
1,i hate when people ask 8220 who you tryna look good for 8221 bitch myself bye
1,This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I m making the room shake
1,Bobby bitch Dickhead 8220 TOP 3 BOBBY SHMURDA SONGS 1 HOT NIGGA 2 3 8221
1,And girl that pussy ain t shit to me baby girl roll up and get high
1,lmaooo hell naw nigga you must was playing school of blind and cripple
1,My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty
2,1 800 slap a hoe
1,This bitch tryna eat peanuts I m tryna eat steak an shit bitch don t know nothing about grindin
1,Now they cheating bitch yall defense SAD as the fuck They about to cheat
