class,tweet
1,Yes bitch you still in love in rich She lying
2,He s trash tho 8220 Its 10 Million Naira If You Want Me On Your Song 8211 Wizkid via 8221
1,And I lick it after you clean it eat pussy like a dyke but I fuck like a demon 128545 128166
1,Say it s all about the hoes when it s all about ou even when I m with my hoes I tell em all about you
1,Cry some more That s a legal tackle faggot Seriously
1,Tigers are fuckin garbage jesus christ suck a dick ausmus you re just as trash as that sorry ass bullpen
0,roid rage much faggot
1,bitch fuck you amp your dad
1,Congrats on being a cunt and doing your make up worse than a 12 year old Ugly bitch
1,stupid ignorant bitch 8220 Stopped by Chick fil A in The Woodlands to support a great business
1,yes i like dick and i hate bitches who am i now
1,This foo came to the club wit his bitch on a leash 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514
1,yall fucking trash boyy gladbagflow
1,Them shits ugly hoe All these nuggets amp u still actin chicken
1,Y all fat bitches with small titties look like Teddy Grahams
1,get downstairs you fucking pussy
1,deal with you bitches when I feel like it
1,2 bad bitches 3 glocks 4 choppas
1,If you re a bad bitch put your hands up high Every girl in the room starts waving there hands around
2,I can t stand to be around ghetto girls 128134
1,Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay alcoholism commments
2,can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita 8230 will he apologise 8230
1,Jenny says you re an evil bitch
1,If you feel gotta party every weekend for entertainment ima just assume you embrace partaking in hoe like activities
1,Trust no bitch wordsofadvice
1,Grow up bitch
1,Niggas cant stand me cuz they bitches be feelin a nigga Get mad at yo so called girl
1,comes home late Bae Was her pussy good Me Whos 128517 Bae oh never mind
2,the new nip dropped today rii
1,Now when I put this pussy on Vivian she bet not be playing 128514 128557 128527
1,Just texted my phone this bitch just blew my high
1,Why all ghetto chicks gotta smell like love spell Or that cucumber shit bath amp body works
1,Tf I m acting like a sad ass bitch for Old Anthony coming back fashoo 128076 128076 128076 128588
1,8220 If you don t have your read receipts on you a bitch 8221 the bitchyest bitch ever
2,Whipped
1,if no bitches texting u right now
1,Not sparing no hoes 128514 128175
1,Bust dat pussy wide OPEN
1,Lame niggaz wait in line wait for bitches wait to create wait for someone else to do shit for them
1,Two days gone she been gone so long you can t get her on the phone cuz that bitch done been wit meeeeee
0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y all some fake ass people
1,A they no Kaep ain t rape no bitch
2,GRAPHIC gt 150 Christians MASSACRED By Jihadi Muslims While They Slept Including Pastor His Wife amp Kids
1,U see a super bad bitch in the club with a nigga that u just can t understand how he got her 99 chance he meet her at happyhour
1,bitch you not cute you just photogenic 128514
1,8220 I m ugly so don t worry about me having hoes 8221
0,nope not at all but I m stuck in a house full of fucking niggers help me escape 128553
1,Fuck all that huggin and kisses I fuck all they bitches
1,I m trying to pass my nigguh
1,8220 I m not the type of guy to bitch about how hot it is but it s about to be 11 and I m still sweating 8221 q 8230
1,Black girls hoes cause they fuck niggas for money revenge and dumb shit like that
1,calm down bitch Touch my boobs amp ill it your dick off amp staple it to your forehead since you wanna be a 8230
1,text me queer bait
1,I hate txtn this niggah man lol
1,Eat that pussy like cold pizza
1,We were supposed to work together today bitch
1,could never kiss up to a bitch or follow up being someone not my cup of tea you hoes look foolish
2,haha I m shocked barca got more yellow cards this time
1,Smfh trash slow as fuck cant even get a nike release on that
1,Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin
1,When my friends are roastin my other friends and idk who to roast I m just like wait who are your true nigs 128527 always da clan 128111 128109 128129
1,I guess this is the night bitches die Stewie is that nigga
1,lmao he lyin sis His bitch told me if any light bulb in the whole wide world light up today i ca fuck
2,Barry s whitey brownshirts run wild in Oakland Following the lead of N W A punks chant F the police
2,this movie is actually good cuz its so retarded
1,No bitch I don t have anything to hide I just don t like people looking through my phone
2,Yankees Jeter Let him play the entire inning That s fitting
1,lmao bitch know we stand there EVERYDAY 128514 128530
1,bitch keep talking
1,Niggahs actin like they pimps but they pay the bitch 128514 128514 128514 128514 9995
1,I ll continue dis later I ll be back bitch
0,this bitch look like a fucking white trash Trailer park queen lookin man bear pig
1,There are girls There are women There are ladies And there are bitches You ma am is a beeeitch A dumb ass bitch hahaha
2,they might be called 5 seconds of summer but their songs are 3 minutes of trash
1,hoodie is a little bitch when was the last time you heard about hoodies team mike put all hi 8230
1,happy bro happy ho Happy husband key to marriage U of C study thinks so
1,damn they gonna leave beth here long term trash
1,I swear ion see how broke niccas still out here gettin pussy smh
1,text me fag
1,you let me know then lol I ll go over and kill all them hoes
1,Kim K is alright but honestly so many niggas been in that I d rather not And Miley got unfollowed that bitch is just strange
2,So I ve been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin NYC and Philadelphia
1,8220 LMAO Tempted to send this fuckin hoe lmao 8221 128557 128557
1,Just when I thought Justin Bieber couldn t be anymore of a pussy he gets arrested in Canada for fighting a person who 8230
1,if you re concerned about how much your lady makes then that s some bitch shit to me and you need your ego stroked
1,Did those bitches from Frozen ever build a snowman
2,now 5sos is starting to tweet the hashtag they re trash vote5sos
0,Don t worry about the nigga you see worry about the nigga you DON T see Dat s da nigga fuckin yo bitch
1,my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that don t matter ctfuu
2,Chilling 128069 8482 sexy scally lad
1,If you like the 24k gold rillos your a pussy
2,Are you sure about that slant They re plagiarists and you have no idea who I am
2,Flappy birds Extreme now you can play two birds at once Hardcore Easier with two people lol f 8230
1,dont no nigga want a broke bitch 128544 128079 128514 9996
1,I stalk my bf s insta and follow any girl that flirts with him Scare the bitches
1,you ain t 6 feet under its not over pussy
1,Yall letting these hoes fuck you with the strap after you said no
1,damn bro ps4 trash lol
1,Get your ass back to Detroit ya fuckin wigger
1,niggah I m not yo lil bro the fuck
1,Just cleaned this bitch BoyfriendsTruck Clean InsideAndOut Ram1500 TookForever NoFliter 8230
1,Funny 2 see gay men with grindr profiles bitch on tv about privacy rights
1,This hoe swear to God that boy fuckin everybody
1,my internet aint get transfered yet pussy
1,Come somebody please get me a PS4 Willing to eat pussy for it if need be
2,Flappy bird on bull
2,Lauren amp I ate candy we found on the floor during class we are trash
1,I m tryna turn M s to B s innis bitch and I ain t never paid to be wit no bitch
1,All these bitches know that you re my nigga 128075
1,fuck you bitch if I said it was it was
1,I hate bees man They be like Buzz buzz bitch and I m like Nah man I ain t done shit to you
1,These people at jury selection are retarded
1,128557 128557 128557 Bae go text your hoes Me
1,I ll be a dick if you wanna act like a pussy
1,monkey amp his cigarette He s dead serious 128514
1,I wanted to see that but I like trash sometimes lol
2,It s like The Walking Dead but with less Carl and more talking birds ZOMBIE ATTACK
2,USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team 187 he s a bitch
1,Instagram the only place you can find thirsty hoes and connects at the same time
2,Who needs Twinkies When you got Gansitos
1,don t give ah fuck about ah bitch or ah nigga
1,I have all these EXTRA ASS unnecessary clothes amp cay wanna act like a lit hoe
0,faggot sack
1,Lol im out here curving bitches like im taken
1,Them hoes ain t solid 8220 I laugh so hard when females be all in my DMs but they have a Avi picture with the 8230
1,bitch ass scaring me Lol you don t keep up with the new ones yet
1,8220 Niggas is hoes man I swear 8221
1,Her pussy fatter than ya dick lmao
1,Only white people use the word cunt Todd really is taking over
2,ill give you a tip beware of the ugly birds who hide behind massive lensed sunnies
2,I ll slit your throat neck
1,You get drunk with a bitch and u try and grab her ass she get all offended Well excuse me bitch I thought u were a hoe
1,Oooow that bitch lace front is lace fucked
1,Got another nigga s bitch in my bed right now
1,These hoes getting pregnant just to put some shit like ShaqualidaeMommy BarackeishaMommy in they IG Bio 8230
2,worse yet u meet a bird with a nice ras and you re like something about u looks familiar lol 8230
1,Today was just joints on joints on joints of some Reserve wit my niggah SmokinDrankin
1,Thanks to my nigga coco I smell good then a hoe haha finna pull allllllll the hoes come smell a nigga 128527 128526
1,Too fast for the Feds too cocky for the cops Had to ditch my old bitch gettin sloppy wit the pots
1,This bitch love me long time i dont know why she wouldnt
1,Notice I don t make music for niggas that don t get pussy Drake LordKnows
1,What mad cunt created masturbating That dude needs a high 5
0,Dani Alves pulled off that hairstyle Neymar just looks like a faggot
2,My mother be on some trash man 128514 I ask her EVERYDAY you need want some money She say Naw I m good But come payday 8230
2,For the last few weeks my name been cripple 128555 9855 65039
1,Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend
1,shid I thought it was legal to beat yo hoe
1,New Avi bitches be weak
1,Shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin
1,You can take someone out of the ghetto but you can t take the ghetto out of them
1,All the bitches happy maybe one of his female friends can find him a bitvj
1,Half these bitches be playin because but im far from a lamee
1,Batter the wee cunt Jewis y cos he fucked my ex Emma isnt battering the girls I ve nailed Ive moved on stop being a pussy n do it urself
1,How you fucc for cash but u not a hoe And how I m going to respect u if your poccets broke nip 8230
1,Bobby stole the black from Gabby Pedro But she kept all the ghetto LifeMade
2,lookin good mick
1,why I was bouta grab dem hoes yeterday outta hook ups 128553
1,8220 Bitch said I lie too much bitch you ain t worth telling the truth too 8221 8252 65039 8252 65039 8252 65039
1,Up early on Dat good dope wit my niccas
1,Dat bitch wild as shit lls
0,you are trash me
1,Nower days the defenition of a bad bitch is how good her pussy is
1,These niggas groupies they act worse than these hoes do
1,Every pussy the same but I feel like I ain t get enough
0,niggers
0,You better pray I don t send your nudes out bitch
1,You girls be 13 talking about I hate sleeping alone Well bitch you better buy a damn teddy bear
1,rt for the real niggas fav for the bitch niggas
1,I only fw grown hoes
1,I m still weak off the bitch gettin pissed on lol
1,who can vouch for ya pussy tho k
1,Smashed a werewolf chick and thought she was related to so I felt guilty but then later discovered he didn t know the ho
1,lmao dog just type them out and let them faggots try to decipher it
1,128514 you look like a bitch nigga to me
2,8220 I find myself wanting to google the yellow king TrueDetective 8221 No kidding What is going on
1,Spineless bitches in backless dressess
1,Lookin at u hoes federalboobieinspector
1,im gonna hold this bitch to his word
2,Trending 2 adult human skulls found in trash in Connecticut
2,Gwen Stefani s new single is trash her hilary duff britney and fergie have to give it up and go raise your kids and judg 8230
2,Starts making monkey faces behind you
1,Happy Bday Bitch Ass Nigga preciate that bitch roll up
2,top layer trash
1,i look at EVERY bitch ass that walk past me
1,once i take my bra off don 8217 t ask me to do shit for u bitch bc once that bra comes off i am clocked out of life i am do 8230
1,bitch you know the lingo hoe lol
1,I d drive me crazy to have to be at that ghetto ass school everyday
1,Can this bitch sit the fuck down and shut the fuck up
1,Will you sell that pussy for me
2,Jordan s are trash
1,It s not pears bitch it s PEAR
0,I hate when a nigga ask me Where the hoes Nigga idfk
1,Senior privileges bitch
1,A relationship does not stop a hoe from being a hoe
1,You need to insert a chill pill up your ass Twice a day until your bitch assness goes away If the problem persists see a doctor
1,You guys are all faggots
2,AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never ever getting ANY Valentin 8230
1,when bout 5 bitches got together and thought of a reason to make they boyfriend claim them
1,Meow bitches
1,Get your weak ass juco highlights off twitter hoe
1,Every bitch got a nigga that she gone always fuck with No matter what 128152
1,Ima pull up eat on that pussy and dip 128525
1,ultimatepickupline bitch get naked Works 10 times out of 10 if she s drunk
1,Kaetlin is a bitch
1,Nah fuck em bitter heat bitches Funny seeing heat and bulls fans get along lol
1,8220 My daughter makes me with I wasn t a hoe from age 18 25 8221 u on a roll tonight
2,Dying laughing Russian wrestlers mock girly man Obama s workout video
1,I love my girlfriend she be shitting on y all hoes 128514 128175
1,I m such a bitch to you Why do you stick around
2,God people can be so mean This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye
1,im a dope ass nigga and these bitches hella sober
1,Bible You a hoe if you already got New Years Eve plans
2,Jihadi Work Accident Seven Taliban Fighters Including Top Commander Killed When Roadside Bombs Detonate Prematurely 8230 h 8230
2,Can t stop eating graham crackers
1,i remember a time when Hilfiger wus seen as being above Polo until he said he aint wan niggers wearing his ish
1,Only goofy niggas simp over chicks with community pussy
1,pussy
1,The bitch who shot CJ is going upstate 128079 128079 128588 128588 128591 128591 now he can RIP 128124
2,Yankees getting killed
1,call out bitch
1,My boy is obviously gonna be slaying all the pussy tonight dressed as a ninja turtle
2,I seen sum of it but I m tryin see lox n mook
1,Pulled up on this coco ratchet on my way home 128514 128557 yes bitch
1,I don t get why bitches blame the hoe their man cheated on them with IT WAS BOTH THEIR FAULT their boyfriend could ve said no
1,My uncle taught me abt sex He said The birds fuck the bees Then he told me he banged a girl so hard her freckles c 8230
1,Yaz bitch yaz
2,When you has a frownie eats a brownie
1,fucc droppin songs when yu gon drop a mixtape nicca
1,god wrote em now think again coon
0,bitch you watch your fucking mouth you dirty whore I swear to god that s a thin line
2,I look like a dusty bird today
1,8220 Asians have short beds my feet are hanging off the edge of the bed 128514 8221 cuddle me bitch I m right beside you
2,Okay so maybe not every in LosAngeles is evil But I would 80 of the people I ve encountered have been trash another 10 barely human
2,I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob amp shawne
1,When bitches say that your dick game is stupid
2,Who would ve known that Jesus ll come back to the ghetto on that level and that thorough like a black heroine
1,peace my negro
0,Rt nigga bitch him 8220 I will never date a female with another niggah name on her lol Wtf 8221
2,8220 Brah Wiz cheated 128514 128557 she had hair like a dyke Uh Duh
1,See 128064 ima stop 10060 128282 getting on this here Twitter arguing with you hoes 128078 128078 stupidity is a trait that I 9757 65039 DONT NOT FUCK WITH 128680 128679
2,also Nack which autocorrect changed so I m putting my phone in the trash and going to sleep
2,My trash is worth more than you
1,GTFOH u bitch ass ref
1,TVD and Theoriginals is the shows bad ass Vampires turn into spineless pussy s and little OOC bitches
2,I have really light colored eyebrows naturally and it s not ok
1,Can t trust every face bitch you gotta watch em
1,Didn t know Alberta had Brampton bitches flourish
1,Im done wasting my time I m just going cut a bitch off faster than I blink
1,Bad bitches hate broke niggaz
1,Backdoor is open them hoes will let you fuck em in the ass Usually an extra charge plus the rate you agreed upon
1,8220 There s starving children in Africa but this bitch using bananas to plug her butt hole smh wtf 128514 128514
1,This bitch 128514 128514 128514
1,That s your bitch why she acting like she need a man
1,im an ole bitch in Memphis tn and I think u rock also
1,Im wit yo bitch smokin Let her keep the mid Imma roll this potent
2,Would you rather be a monkey or a gorilla 8212 Neither they re both hairy But if I had to choose a monkey They
1,This bitch look like kurt cobain older bro
1,Step Up All In was so horrible that bitch went straight to dvd 128514 128514 128514
1,This next generation is being raised to be a bunch of mindless pussies with no discipline
2,It s just not the same LittleDebbie Cloud Cake are not Twinkies
1,Ion like bitches that do slick shit just be straight up nd let me know wassup 128129 128175
1,100 bid to go on a date with Zack Morris oh that dreamy son of a bitch
1,I just bought a Bentley and a bitch came wit it
1,I gave my number to this bad ass bitch a few days ago She said I ll call you when I make it home I m starting to think tha 8230
1,yeaaaaahhhh like relationship wise So I was like oh no not my Reedzy Thuggin bitch suppose to thug it out
1,Gabby s a bitch and has three accounts
1,glad you brought that kid home but he fucked up and should face the UCMJ don t care about Taliban pussies really
1,awwe i love you too jenny Your so damn perf amp NOT ugly Seriously dis bitch must be blind
1,Famous women be the biggest hoes
1,if your trying out for Non contact hockey dont call anyone else a pussy
1,Him seh me pussy wetter then a shower curtain ahmesehwetness lt lmao
1,is the voice behind 8217 s 8220 Mustard on the beat hoe
1,And I was like yeah bitch
0,His big ass smile his eyes is chink
1,I m saying though 128514 128514 128553 128553 all my panties be vs ion look like these bitches tho
1,what a ratchet ass bitch bet she felt dumb 9996 65039
1,Id rather be your niggah
2,Diabetes galore 128514 128514 128514 128514 128514 Colorado health officials recommend pot brownie ban
1,I feel like apart of the in crowd like yes bitch lets indirectly talk shit 128514
1,Ego so big I must admit I got every reason to feel like I m that bitch 128522
1,Don t be a bitch dude easiest way to get your bro to do something
1,Taking pics I m the school bathroom is fucking stupid retards
1,8220 When her nudes trash you gotta draw clothes back on her and send em back
1,I live in the fast lane bitch
1,I been getting money I ain t worried bout a hoe 128175 128584 9996 65039 128526 128081 128076 128591 128129
2,I read a black man tweet hot sauce is trash amp watermelon is overrated I can t deal
1,8220 8220 Everybody Loves Dej Loaf 8221 cause that s wifey 8221 fuck off kaya dats my bitch
1,bad bitch bouncing on my pogo screamin yolo that nigga juelz
1,Someone let me know why Drake so cold 1041185 1041240 1043358 1043351 1043323 He my favorite rapper this niggah HARD
0,your gay stfu dumb monkey
1,I ll pay yall niggas to get lost how much y all hoe niggas gunna cost
0,true i need to sleep to make them Gainz bruh So all the hoes stay Mirin p Alright later 8230
1,Wussup bitch
1,LMFAOOOOOOOOOOOOOOOOOO If your pussy is good but my mama don 8217 t like you Guess who gotta go 8230 8230 8230 my mama
1,My bitch pussy multi purpose it take this dick and hide my dope
1,When you deep in the pussy 128514
1,punch a bitch on her lip hahaha
1,These shoes are going to be a bitch to break in tomorrow
1,This subway worker is being a major bitch to a soldier come on show some respect
2,Liberal Head Explosion WW2 Navajo Code Talkers Appear in Redskins Jackets redskins
1,Yo mama bitch What was the ONE sentence that ended your relationship
1,Nicolas Cage unrolls dusty secret scroll It says here James Madison was a whiny little bitch
1,128550 Keyair angels amp female party promoters are not for me Most party promoters are hoes amp them angel bitches are 8230
1,I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value It don t
1,Some people are bitch ass niggas amp you should just stay far away from
1,pepsi and cheerios smashin on these hoes got me blue in the taco bae thinks of me flaco errybody frontin jus 8230
1,Ugh bad bitches picture coming soon 128514
1,idk what planet this bitch works on but on planet earth following my supervisors instructions does not mean im being resistant
2,jay z and bey they will never be jus trash
1,unfortunately you are correct sir still eat shit and die though bitch
1,U wanted to go in the military but yo bitch ass couldn t handle nobody shooting at u so shut yo mf mouth and salute those who did
2,honestly That s where I m the most retarded and is why stuck as artist hoping for a fair dealer manager situation
1,Kanyes verse on I won is making hoes feel like trophies for real
1,Yea Oscar your a grouch Bitch I live in a fuckin trash can
1,8220 Fuck her right in the pussy I wish this dude was my grandpa 128514
1,i have absolutely no hoes
0,in your own shit now pussy what a joke you d end up just like all the rest no show chicken shit mother fucker
1,Chris brown got no chill button Why sell a bitch out on social media tho Like not even a subliminal buddy took time to 8230
1,8220 8220 Sit in there and shit dnt sing hoe 8221 no 8221 yess
1,you better And ima let that bitch slide right now just be on standby 128536 128514
1,I m comparing KFC to the pussy
2,Do you have a nickname What is it 8212 Tator Tator tot Tightey whitey whitey Jr Taylor whitey pants agent ti
1,Get worshiping bitch woof woof
1,life aint shit but bitches and money i passed that weed like i studied
1,see bro pussy changes you 128514 128514 128557 128527 128527
1,Ik you were pussy
1,You hoes are lost
1,Ima kill cay 128514 128557 ugh she stay on my last nerve but I love that s funccy bitch
1,I m not much of a texted get off my nuttz hoe
1,Long distance sex will definitely have u thinking u like a bitch a lil too much
1,y all hoes so annoying 128530
1,boys are dumb no faith in boys bitch shut up youre in high school acting like this is going to be the person you marry 8230
1,sweetest bitch you ll ever meet
1,Nigga i wus graduating If you wasn t in the 6th grade in 1996 you a hoe
1,8220 MyGirlfriendNotAllowedTo have milkshakes let that hoe bring one boy to the yard and watch what 8230
1,but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious
1,Back in elementary school when you were line leader everybody else was your bitch
1,you re still a free world bitch don t deserve your 313 area code
2,yes true reagan was the first ike wouldnt While president and he was supreme allied commander
1,Don t tell me Ryan Tannehill s better than Dogshit Alex Smith s trash ass too Fuck
1,this bitch was so ungrateful 128553 128148
1,These hoes be thinking Meat won t slap they ass 128564 128075 ainna bruh
1,HAHAHAHAHAHAH hook nose faggot can t get pussy sucks at hockey nhl
1,The only thing that Collegefession has taught me is that in fact these hoes ain t loyal Stony Brook
1,lmaoooo that hoe look like 128058
0,firefighter is a job for white trash
1,When a super bad bitch walk past u and u can t help but stare
1,no bitch
1,Can t none of them hoes swim 128514 128514 128514 8220 they renamed that bitch the yacht club 8221
1,A lot of ppl look at me like who the fuck does this bitch think she is Ms Goldschmied to you
1,Haha bitch ass gucci
1,don t mention a bitch from your past to me first of all i don t give a fuck second of all i don t care and third i 8230
1,Likka downtown bitch at a secondline Man yeah that s ball game Teddy Bridgewater gettin in we hit 0 3
1,She a hoe cause your boyfriend want her she scary cause she dont talk shit like y all she ugly cause you don t like her GROW UP
2,Who spotted the looming yellow crown on tonight s TrueDetective
2,i don t think he can beat Mayweather but he s far from trash Unlike Floyd he actually put Maidana down
1,8220 mo bitch the special Ed Darlene from backatown 128514 128514 8221 128128 GN
1,Man that nigga Courage always bein a bitch HIT DAT SHIT LIL NIGGA
1,Told that hoe she special like the McRib 169 at McDonalds
1,Hoes love justifying other hoes actions That s how you easily know who be hoeing
1,As I tweeted before any man telling me to go to the kitchen this season could tell his mom that father probably wouldn t of left bitch
2,Goes to Yankee candle buys beer scented candle goes home lights it waits for a boyfriend
1,Photo My mains yessssss ladykimora turntup vegas bitches 128525 128525
1,amp amp hoes round here just opening legs like Walmart doors
2,before and after I started playing flappy bird before 128522 127800 128077 9728 65039 after 128545 128299 128165 128163 128293 128659 128658
1,bitch I got plans to fuck tonight I said friday nigga
1,Mary Jane is a dumb bitch Peter has a job saving the city as Spiderman and she s bitching about how he hasn t came to her play
1,These hoes lying and olivia will get to the bottom of it ScandaI
0,First thing I do when I hit the lotto is buying two fat bitches and watching her eat both in one sitting
1,LOL such a nig
1,Follow me back bitch
1,Nooo not Sailor Moon and squad in the club w all my bitches lookin good
1,Crafty bitches best way to cheat on a test
1,So was I cunt welcome to twitter
1,When I see a girl wit her nigga I be like bitch bet I can snatch from you but I ain t even gone do it Lol 8230
1,It all started in 95 bitch 128118
1,bad bitch with an open mouth
1,A hoe gon be a hoe that ain t a hunnid
1,Any pregnant bitches at centreville I should know about in about to move there next 8212 Idk I dont go to cville
1,If by amusing you mean Makes you cry like a bitch then yeah I d agree
1,I got hoes in different area codes
1,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols
1,I plan on eating this entire motherfucking pizza I just ordered like a mufucka bitch
1,Denzel did his mf thang in his new movie boy I swear OML he played the shit outta that bitch had me in the movies ready to be a killer 128526 128514 128514 128175 128588
1,I understand but stop venting on this bitch you give to much insight in to your life amp these people don t deserve that
1,1wayhustle come get signed bitch we self paid
1,lmao i have morals negro unlike you
1,i been fucked that hoe she a nobody
1,Huh I been with Verizon for 4 years bitch
1,Basic bitches NOT wanted
1,Got a red ass bitch wid a red ass pussayyy
1,She sharing her hoe She know though At least I hope she do LMAO
1,crusty hoe
1,youu got wild bitches tellin you lies
1,ChristianBale should be KISSING Moses ass for his fight with God OTHERWISE WE MIGHT ALL BE FUCKING DEAD gt retarded ass actor faggot
1,The looters in Ferguson are so retarded that they risk arrest to get free food when EBT already pays for their food LO 8230
1,Lil riri sittin pretty while u bitches layin petty
1,bitch who do you love
2,iMessage so trash
1,brooooo I miss you bitch
2,Big congrats to all I expect him to be blogging on rube chat in a few days Now get some sleep you will need it
1,I can t fuck with girls that talk about their pussy on social media
2,US ghettos driven by liberal ideology forged by unions amp bankrupted by self serving Dems catering 2parasites tcot
1,my niggah my niggah lol
1,you ain t a real nigga without goal a to chase and a yellow bone bitch w some toes to paint
1,need my dick sucked fuck 1 bitch I need 9996 65039 sluts
2,that would cripple our military
1,gotta keep these hoes on point
1,bitch look like she gon blow away fr
1,Remember when I told yall bout my coworker not lookin out a couple weeks back Karma s a hoe got his ass
1,I wish I smoked so I could hit more smoker loser hoes
1,And if a bitch can t respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly
1,a bitch got 8 amp I m trinna change 2 128514 128557
2,Use to trap them birds now I m fly like a birdddd
1,That s what I tell my hoes when they ain t throwing the neck Aint nobody got time for that
1,Quote this tweet with your favorite animal pussy
0,I hear Bill likes trailer trash like you
1,18 year old pussy tastes like hope
1,Thanks for being black in darth and now 17 years old you kinky hentai son of a bitch
1,never lie never cry never die we gone die love my friends love my hoes yellow sluts call them gold
2,Hand me a brew and I ll chug it
2,no way I m on a dude you are fat diet Twinkies are the devil so are breakfast tacos I miss breakfast tacos 128514
0,I love fuckin wit people I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like 8221 nigga im shittin likea goose
1,These bum ass bitches on my block drawin 128530
1,I sell dope I fuck hoes and make songs bout the shit I rob niggas for they work and dont feel wrong bout the shit
1,stupid cunts
1,Bitches about to start that New year New me bullshit You can t undo the numbers on that pussy thoo
1,quote this with your best racist comment i need them for this white bitch comin at my black side llab
1,Yo bitch LOOKIN like she wana fuck summn
1,So fucking thirsty for a championship that they welcome a fucking traitor with open arms Haha fucking no heart ass pussy organization
1,do it pussy
1,Watch the blacks and whiggers cry
1,Hookers are always complimentary who wants to be with a bitch
1,Guy tweets I wanna eat some pussy Follower replies facts Girl tweets I wanna suck some dick Follower replies hoe NOT FAIR
1,Somebody get my nigga some pussy cuz this nigga dont get no ass so imma need one of my hoes to slide in my nigga 8230
1,What y all hoes up to
2,Bruh soo trash
2,racist Texas trash GWBush came to WH numb remember he and Republicans stole the election
2,If you ain t a gator you re gator bait 128076
1,This beat deserves Hennessey a bad bitch amp a bag of weed The Holy Trinity
1,Here this bitch go Lol
0,Ayy Carlton is a ghetto school now SwitchedAtBirth
1,Im a pimp tho no limp hoe
1,I do know one thing though bitches they come they go
1,to me niggas cheat on they bad bitches bc they think they can get more bad bitches that one girl will give em a big ass ego
1,Lmaooooooo Ayo take this pic for me fam You think the bitches gon fuck with this pic
1,How do you bloke someone on insta Dumb bitch scares me
1,yo hoe will get slayed 128298
1,Shine on them hoes let em know you run shit
1,8220 r u african because ur a frican bitch 8221
1,my dad wanted me to twat him 128563
1,These bitches ain t my bitches
1,I wish I would argue with a nigga or a bitch imma just laugh at ya ass
1,You you can t get no money silly hoe
1,but I d rather be a free man in my grave than living as a puppet or a slave but above those shit options bitch would be free alive and rich
1,oh yeah and fuck the Lakers too bitch boi
1,hoe ass nigga lmao
1,8220 On a scale of 1 10 this bitch is literally a 6
1,128514 128514 128514 128514 8220 wtf this bitch broke her arm eery time she hit the shit
1,Anytime a girl asks you for help tell that bitch to ask Channing Tatum since that s her MCM
1,8220 That bitch already got past demons in her Seeding her up just gone fuse more
1,P 8217 s up hoes down if ya bitch can 8217 t swim then tha hoe gone drown
1,Please 8220 shut up hoe 8220 I m honestly a nice person 8221 8221
2,Actor Charlie Sheen once bought 2 600 seats at an Angels baseball game in hopes of catching a home run ball
2,Camels ostriches and zebras See you at the races VCCamelRaces
1,My hoes love to go shoppin
1,Is that the remix fam 8220 These hoes aint lawyers 128553 127908 lol on god thats my fav Chris Brown song 8221
1,Ain t been on this hoe all day haha FWM
1,I love me some fresh pussy all you can eat buffet
2,You know you are in the ghetto when you see streets named Martin Luther King Jr amp LittleJohn halp
1,Lmaoo 8220 8220 ur a bitch for not following back 128575 8221
1,late upload bitches
1,MT is paid by white supremacist they always get a negro to do their dirty work Fergus 8230
1,I wish didnt block me long ago for calling him a pussy so I could call him a pussy again and get blocked a second time
1,Distance is a fucking bitch
1,I heard you was looking for Candy Man bitch
1,Shawty pussy wet the dope drippn wet 128166
2,ghetto sour cream
1,follow me back hoe
1,Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas 1040784 9996 65039
1,Hate a female that got the mentality of a niggah
1,8220 Before I run from a niggah I ll lose the fight 8221
1,You brought it up first with the allusion that she s a hoe
1,Brie said We were together since before we were born You guys are twins duh bitch Omg who wrote the script BellaTwins
1,faggot
1,And if you ain t a hoe get up out my trap houseeee
1,lol la bitch happy bout Beatin our bench players
0,Oh really fags are gross You aids infected sick fuckers
1,yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full
0,someones clearly a stinky ass beaner
0,You know what fuck you too bitch your such a little hoe gt lt
1,Well I m back on the prowl for a bad bitch
